PLAN-ID,Item-ID,Entity,Group Description,Liquidity Group/Super Liquidity Group,Item's Date,Amount,Currency,Credit/Debit,Origin,Item Status,Plan Name,Year Title,Plan Currency,Plan Status,Rate,Amount in plan currency,Project,Contra Entity,Cash Transaction Reason,Cash Transaction Type,From Actual Data,Rate Type,Rate Type Description,Record Number of Cash Transaction,Cash Flow Number,Actual Data Internal Reference 1,Actual Data Internal Reference 2,Actual Data Cash Flow Ref.,Counterpart,PTP Account,Account,Long Name of Account,Comment,Created by,Created at,Changed by,Changed at,Plan Category,Plan Type,Consolidation possible,Exposure Aggregation,Entity ID,Entity Name,Entity Short Name,Group ID,Type,Project ID,Super Liquidity Group,Original Liquidity Group
20085,LX2342000026623,4B9,Trade Payables incl. VAT,TRP,10/30/2023,-926003,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-926003,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/09/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609332,Liquidity Group,,No,
20085,LX2342000026624,4B9,Intercompany Trade Paybl. incl. VAT,ITP,10/30/2023,-15435,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-15435,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/09/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609334,Liquidity Group,,No,
20085,LX2342000026625,4B9,Trade Receivables incl. VAT,TRR,10/23/2023,434762,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,434762,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20085,LX2342000026626,4B9,Trade Receivables incl. VAT,TRR,10/30/2023,3597552,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,3597552,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20085,LX2342000026627,4B9,Trade Receivables incl. VAT,TRR,11/06/2023,1357911,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,1357911,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20085,LX2342000026628,4B9,Intercompany Trade Receiv. incl. VAT,ITR,11/06/2023,289739,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,289739,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609333,Liquidity Group,,No,
20085,LX2342000026629,4B9,Trade Payables incl. VAT,TRP,10/23/2023,-52453,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-52453,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609332,Liquidity Group,,No,
20085,LX2342000026630,4B9,Trade Payables incl. VAT,TRP,11/06/2023,-92918,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-92918,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609332,Liquidity Group,,No,
20085,LX2342000026631,4B9,HR Payments,HRP,11/06/2023,-456962,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-456962,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609341,Liquidity Group,,No,
20111,ITS000608548270,17C7,HR Payments,HRP,10/23/2023,-983887.88,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-983887.88,,,HRP,,No,D,ASP,,0,,,,,,,,ERPHR,DECOSTERC,10/24/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609341,Liquidity Group,,No,
20111,ITS000608548308,17C7,Interest and bank fees on external funding,IBF,10/23/2023,-330000,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-330000,,,,,No,D,ASP,,0,,,,,,,,EIB Loans,DECOSTERC,10/24/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609621,Liquidity Group,,No,
20111,ITS000608548313,17C7,Interest and bank fees on external funding,IBF,10/30/2023,-330311.11,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-330311.11,,,,,No,D,ASP,,0,,,,,,,,Term Loan,DECOSTERC,10/24/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609621,Liquidity Group,,No,
20111,ITS000608548315,17C7,Repayment of Borrowing Base Loan,BBR,10/30/2023,-80000000,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-80000000,,,,,No,D,ASP,,0,,,,,,,,,DECOSTERC,10/24/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609347,Liquidity Group,,No,
20111,ITS000608658915,17C7,Other payables,OTP,10/30/2023,-5857118,USD,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1.0673,-5487789.75,,,OTP,,No,D,ASP,,0,,,,,,,,,DELLAMODEA,10/24/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609345,Liquidity Group,,No,
20111,ITS000608658916,17C7,Other receivables,OTR,11/13/2023,1132129,USD,Credit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1.0673,1060741.12,,,OTR,,No,D,ASP,,0,,,,,,,,,DELLAMODEA,10/24/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609344,Liquidity Group,,No,
20111,LX2343000026776,17C7,Trade Payables incl. VAT,TRP,10/23/2023,-34977,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-34977,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,10/23/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20111,LX2343000026777,17C7,Trade Payables incl. VAT,TRP,10/30/2023,-1041049,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-1041049,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,10/23/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20111,LX2343000026778,17C7,Trade Payables incl. VAT,TRP,11/06/2023,-349281,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-349281,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,10/23/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20111,LX2343000026779,17C7,Trade Payables incl. VAT,TRP,11/13/2023,-248105,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW43,EUR,Archive,1,-248105,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,10/23/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20117,LX2343000027178,4B9,Trade Payables incl. VAT,TRP,10/30/2023,-926003,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-926003,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/09/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609332,Liquidity Group,,No,
20117,LX2343000027179,4B9,Intercompany Trade Paybl. incl. VAT,ITP,10/30/2023,-15435,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-15435,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/09/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609334,Liquidity Group,,No,
20117,LX2343000027180,4B9,Trade Receivables incl. VAT,TRR,10/30/2023,3597552,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,3597552,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20117,LX2343000027181,4B9,Trade Receivables incl. VAT,TRR,11/06/2023,1357911,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,1357911,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20117,LX2343000027182,4B9,Intercompany Trade Receiv. incl. VAT,ITR,11/06/2023,289739,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,289739,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609333,Liquidity Group,,No,
20117,LX2343000027183,4B9,Trade Payables incl. VAT,TRP,11/06/2023,-92918,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-92918,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609332,Liquidity Group,,No,
20117,LX2343000027184,4B9,HR Payments,HRP,11/06/2023,-456962,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-456962,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,10/16/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609341,Liquidity Group,,No,
20143,ITS000610750661,17C7,Repayment of Borrowing Base Loan,BBR,10/30/2023,-80000000,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-80000000,,,,,No,D,ASP,,0,,,,,,,,266132,DECOSTERC,10/31/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609347,Liquidity Group,,No,
20143,ITS000610750663,17C7,Proceeds from Borrowing Base Loans,BBP,10/30/2023,50000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,50000000,,,,,No,D,ASP,,0,,,,,,,,new drawdown,DECOSTERC,10/31/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609346,Liquidity Group,,No,
20143,ITS000610750670,17C7,Interest and bank fees on external funding,IBF,10/30/2023,-330311.11,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-330311.11,,,,,No,D,ASP,,0,,,,,,,,266132,DECOSTERC,10/31/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609621,Liquidity Group,,No,
20143,ITS000610932951,17C7,Other payables,OTP,11/02/2023,-5821746.2,USD,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1.062,-5481870.24,,,OTP,,No,D,ASP,,0,,,,,,,,,DELLAMODEA,10/31/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609345,Liquidity Group,,No,
20143,ITS000610933536,17C7,Other receivables,OTR,11/13/2023,990162.2,USD,Credit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1.062,932356.12,,,OTR,,No,D,ASP,,0,,,,,,,,,DELLAMODEA,10/31/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609344,Liquidity Group,,No,
20143,LX2344000027649,17C7,Trade Payables incl. VAT,TRP,10/30/2023,-1339270,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-1339270,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/30/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20143,LX2344000027650,17C7,Trade Payables incl. VAT,TRP,11/06/2023,-417733,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-417733,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/30/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20143,LX2344000027651,17C7,Trade Payables incl. VAT,TRP,11/13/2023,-340689,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-340689,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/30/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20143,LX2344000027652,17C7,Trade Payables incl. VAT,TRP,11/20/2023,-82704,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW44,EUR,Archive,1,-82704,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/30/2023,,,Standard,Operational Plan,No,No,ITS000190441331,APERAM S.A.,17C7,ITS000015609332,Liquidity Group,,No,
20149,LX2345000028219,4B9,Trade Receivables incl. VAT,TRR,11/06/2023,2777365,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW45,EUR,Archive,1,2777365,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,11/06/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20149,LX2345000028220,4B9,Trade Receivables incl. VAT,TRR,11/13/2023,587036,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW45,EUR,Archive,1,587036,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,11/06/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20149,LX2345000028221,4B9,Trade Receivables incl. VAT,TRR,11/20/2023,387498,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW45,EUR,Archive,1,387498,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,11/06/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20149,LX2345000028222,4B9,Trade Receivables incl. VAT,TRR,11/27/2023,2895869,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW45,EUR,Archive,1,2895869,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,11/06/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609331,Liquidity Group,,No,
20149,LX2345000028223,4B9,Other receivables,OTR,11/20/2023,142751,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW45,EUR,Archive,1,142751,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,11/06/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609344,Liquidity Group,,No,
20149,LX2345000028224,4B9,Trade Payables incl. VAT,TRP,11/06/2023,-925105,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW45,EUR,Archive,1,-925105,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,11/06/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609332,Liquidity Group,,No,
20149,LX2345000028225,4B9,Trade Payables incl. VAT,TRP,11/13/2023,-413624,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW45,EUR,Archive,1,-413624,,,,,No,D,ASP,,0,,,,,,,,,Sofrv,11/06/2023,,,Standard,Operational Plan,No,No,ITS000015603478,ASSS TUBES CZ,4B9,ITS000015609332,Liquidity Group,,No,
